id,article_id,question,
5108,132096,ฮีโรส์ เป็นรายการซีรีส์อเมริกันที่แต่งขึ้นในแนววิทยาศาสตร์ ดรามา สร้างโดย ทิม คริง ใช่หรือไม่,
5109,132096,ภาพยนตร์เรื่อง ฮีโรส์ ได้เริ่มออกฉายครั้งแรกเมื่อ 25 กันยายน พ.ศ. 2549 ทางช่องเอ็นบีซี ในสหรัฐอเมริกา ใช่หรือไม่,
5110,146325,สงครามเก้าทัพ เป็นสงครามระหว่างอาณาจักรพม่ากับราชอาณาจักรไทย ใช่หรือไม่,
5111,307343,ประเทศแคนาดา เข้าร่วมแข่งขันกีฬาโอลิมปิกฤดูร้อนครั้งที่ 18 ค.ศ. 1964 ที่โตเกียว ประเทศญี่ปุ่นในช่วง 10 ตุลาคม – 24 ตุลาคม พ.ศ. 2507 ใช่หรือไม่,
5112,520829,วอคีกันถือเป็นเมืองและเคาน์ตีซีตของเลกเคาน์ตี รัฐอิลลินอยส์ สหรัฐอเมริกา ใช่หรือไม่,
5113,810080,มนุษย์กิ้งก่าแห่งบึงสเกปออร์ หรือ มนุษย์กิ้งก่าแห่งลีเคาน์ตี ถูกอ้างว่าพบเห็นที่เมืองบิชอปวิลล์ ในลีเคาน์ตี เทศมณฑลแห่งหนึ่งในรัฐเซาท์แคโรไลนา ใช่หรือไม่,
5114,894848,พรรคอนาธิปไตยปฏิวัติสังคม ถูกก่อตั้งในเดือนมกราคม ค.ศ. 1891 ใช่หรือไม่,
5115,127723,รยางค์บนจัดเป็นโครงสร้างตั้งแต่แขนจนถึงปลายนิ้ว รวมทั้งส่วนของต้นแขนด้วยใช่หรือไม่,
5116,1937,กัมพูชา หรือ ก็อมปุเจีย มีชื่ออย่างเป็นทางการว่า ราชอาณาจักรกัมพูชา หรือ ราชอาณาจักรก็อมปุเจีย ใช่หรือไม่,
5117,1937,กัมพูชาเป็นประเทศที่มีประชากรมากที่สุดอันดับที่ 66 ของโลก ใช่หรือไม่,
5118,296583,ประเทศสวีเดน เข้าร่วมแข่งขันกีฬาโอลิมปิกฤดูร้อนครั้งที่ 15 ค.ศ. 1952 (พ.ศ. 2495) ณ เมืองลอนดอน สหราชอาณาจักร ใช่หรือไม่,
5119,533714,พระอุดมประชานาถ หรือหลวงพ่อเปิ่น ฐิตคุโณ เป็นพระเกจิอาจารย์แห่งเมืองนครชัยศรี อดีตเจ้าอาวาสวัดโคกเขมาใช่หรือไม่,
5120,391427,สาธารณรัฐประชามานิตกัมพูชา หรือ สาธารณรัฐประชาชนกัมพูชา เป็นรัฐบาลที่จัดตั้งในกัมพูชาโดยแนวร่วมปลดปล่อยใช่หรือไม่,
5122,434456,กลุ่มอาการเนโฟรติกคือกลุ่มกว้างๆ ของโรคไตอย่างหนึ่ง ซึ่งมีการทำงานของไตผิดปกติทำให้สูญเสียโปรตีนในเลือดปริมาณมากไปกับปัสสาวะใช่หรือไม่,
5123,185359,ศูนย์ปฏิบัติการวิจัยนิวเคลียร์แห่งยุโรป หรือ เซิร์น (CERN) เป็นศูนย์วิจัยทางด้านฟิสิกส์ที่ใหญ่ที่สุด ตั้งอยู่บนชายแดนประเทศฝรั่งเศส และสวิตเซอร์แลนด์ ใช่หรือไม่,
5124,28085,กิมลี เป็นบุตรของโกลอิน คนแคระที่ได้ร่วมผจญภัยกับ บิลโบ แบ๊กกิ้นส์ ในเรื่องเดอะฮอบบิท ใช่หรือไม่,
5125,262275,มัสยิดซิวเลย์มานีเย จัดเป็นมัสยิดหลวงของออตโตมันที่ตั้งอยู่ในอิสตันบูลในตุรกี ใช่หรือไม่,
5126,523721,วงศ์กระโถนฤๅษี เป็นวงศ์ของพืชเบียนที่พบในเอเชียตะวันออกและเอเชียตะวันออกเฉียงใต้รวมทั้ง Rafflesia arnoldii ซึ่งเป็นพืชที่มีดอกที่ใหญ่ที่สุดในโลก ใช่หรือไม่,
5127,141027,ในปี พ.ศ. 2556 ถนนลาดพร้าวได้รับการจัดอันดับให้เป็นถนนที่มีการจราจรติดขัดที่สุดในกรุงเทพมหานคร ใช่หรือไม่,
5128,55679,พระรัตนตรัย หรือพระไตรรัตน์ หมายถึง แก้วสามประการอันประเสริฐสุดของพุทธศาสนิกชน ที่เรียกว่า รัตน (แก้ว) ใช่หรือไม่,
5129,448437,วัดโคนอน (วัดวัว) ตั้งอยู่ที่ตำบลบางสีทอง อำเภอบางกรวย จังหวัดนนทบุรี และก่อตั้งเมื่อปีพ.ศ. 2350 ใช่หรือไม่,
5130,292300,กุมภกาศ เป็นโอรสของ ชิวหา และ นางสำมนักขา มีศักดิ์เป็นหลานชายแท้ๆของ ทศกัณฐ์ ใช่หรือไม่,
5131,292300,กุมภกาศ มีนิสัยจองหอง ใช่หรือไม่,
5132,282797,ตะเคียนมีการกระจายพันธุ์ตามธรรมชาติทางตอนใต้ และตะวันออกเฉียงใต้ของทวีปเอเชีย ใช่หรือไม่,
5133,609933,สโมสรฟุตบอลเจดับบลิว โปลิศ หรือชื่อเดิมว่า สมาคมสโมสรดอนเมืองสัมพันธ์ และ สมาคมสโมสรเจดับบลิวกรุ๊ป ใช่หรือไม่,
5134,346844,ปลากระดี่แดง ถือเป็นปลาน้ำจืดขนาดเล็กที่มีรูปร่างและลักษณะคล้ายปลากระดี่แคระใช่หรือไม่,
5135,574418,คัมเบอร์นอลด์จัดเป็นเมืองใหม่ในสกอตแลนด์ ซึ่งตั้งอยู่ในนอร์ทลานาร์กเชียร์ใช่หรือไม่,
5136,58140,"พระราชบัญญัติมหาวิทยาลัยราชภัฏ พ.ศ. 2547 ได้ประกาศในราชกิจจานุเบกษายกฐานะเป็น ""มหาวิทยาลัยราชภัฏชัยภูมิ""และมีสภาพเป็นนิติบุคคลโดยสมบูรณ์ ใช่หรือไม่",
5137,128371,พริกชี้ฟ้า มีถิ่นกำเนิดในทวีปอเมริกาใต้ จัดเป็นไม้พุ่มขนาดเล็ก มีอายุยืน 1-3 ปี ใช่หรือไม่,
5138,394033,กราฟที่เชื่อมกันแบบเข้ม เป็นกราฟระบุทิศทางที่มีวิถีระหว่างทุกๆ คู่ปมทั้งไปและกลับ หรือวิถี จากแต่ละจุดในกราฟไปยังทุกจุดอื่นๆ ในกราฟใช่หรือไม่,
5139,429441,จักรวาล เป็นชื่อสตูดิโออัลบั้มเดี่ยวของเทียรี่ เมฆวัฒนา ใช่หรือไม่,
5140,137039,อี บย็อง-ช็อล เป็นผู้ก่อตั้งบริษัทซัมซุงบริษัทยักษ์ใหญ่ในประเทศเกาหลีใต้ ใช่หรือไม่,
5141,137039,ปี พ.ศ. 2508 อี บย็อง-ช็อล ได้ก่อตั้งมูลนิธิวัฒนธรรมซัมซุงขึ้น ใช่หรือไม่,
5142,105876,ศูนย์นาโนเทคโนโลยีแห่งชาติ (นาโนเทค) เป็นเพียงหน่วยงานในรูปแบบบริษัทเอกชนที่ไม่ได้อยู่ภายใต้สำนักงานพัฒนาวิทยาศาสตร์และเทคโนโลยีแห่งชาติ (สวทช.) ใช่หรือไม่,
5143,105876,ศูนย์นาโนเทคโนโลยีแห่งชาติ (นาโนเทค) ก่อตั้งขึ้นเมื่อ วันที่ 3 สิงหาคม พ.ศ. 2546 ใช่หรือไม่,
5144,392178,จิ้งเหลนจระเข้ มีลักษณะเด่นคือ ลำตัวมีผิวเรียบลื่นที่ต่างจากจิ้งเหลนทั่วไป และมีเกล็ดแข็งที่เป็นหนามแหลมลักษณะคล้ายกับเกล็ดของจระเข้ใช่หรือไม่,
5147,668934,"""ทั้งผิดก็ยังรัก"" เป็นซิงเกิลของวงเอบีนอร์มัล ในปี พ.ศ. 2550 ใช่หรือไม่",
5148,668934,"ในปี พ.ศ. 2548 ""ทั้งผิดก็ยังรัก"" ได้ถูกนำมาเป็นเพลงประกอบละครโทรทัศน์เรื่อง เงาใจใช่หรือไม่",
5149,947176,ไฟลต์ส เป็นนวนิยายที่ประพันธ์โดยนักประพันธ์ชาวอินเดีย ออลกา ตอการ์ตชุก ใช่หรือไม่,
5150,902359,ฤทธิ์หมัดฝังเข็ม เป็นภาพยนตร์แนวชีวิตในปี ค.ศ. 1980 ใช่หรือไม่,
5151,348849,กกคมบางกลม หรือ หญ้าก้ามกุ้ง เป็นพืชใบเลี้ยงคู่ที่อยู่ในวงศ์กกใช่หรือไม่,
5152,625577,พัดลมเพดาน คือพัดลมชนิดที่ติดตั้งแขวนในแนวดิ่งฝังอยู่ในฝ้าเพดานและมองไม่เห็นใช่หรือไม่,
5153,38417,อวัยวะเพศ หรือ อวัยวะสืบพันธุ์ เป็นโครงสร้างทางกายภาพที่เกี่ยวข้องกับการสืบพันธุ์แบบไม่อาศัยเพศ ในร่างกายของสิ่งมีชีวิตที่มีความซับซ้อน และเป็นส่วนหนึ่งของระบบสืบพันธุ์ใช่หรือไม่,
5154,766525,เคียวเซร่าคอร์ปอเรชัน เป็นบริษัทผลิตเครื่องใช้ไฟฟ้าและผลิตภัณฑ์เซรามิกของอเมริกาใช่หรือไม่,
5155,34346,การเลือกตั้งสมาชิกสภาผู้แทนราษฎรในประเทศไทย พ.ศ. 2550 นายมาโนชลงสมัคร ส.ส. นครปฐมเขตที่ 3 ใช่หรือไม่,
5156,156688,คาซิเมียซ ฟังค์ หรือ คาสิมีร์ ฟังค์ เป็นนักชีวเคมีชาวเช็กโกสโลวาเกียและเป็นผู้ริเริ่มแนวคิดเกี่ยวกับวิตามินเป็นคนแรกใช่หรือไม่,
5157,188856,มณฑลพาโร เป็นถิ่นฐานเดิมของชาวอินเดียตั้งแต่แรกสร้างอาณาจักรใช่หรือไม่,
5158,74240,พัดชา เอนกอายุวัฒน์ ได้เข้าสู่วงการบันเทิง เมื่อ พ.ศ. 2508 ใช่หรือไม่,
5160,170191,ธงชาติบาฮามาส ประกาศใช้อย่างเป็นทางการเมื่อวันที่ 1 กรกฎาคม พ.ศ. 2506 อันเป็นวันที่ประกาศเอกราชจากสหราชอาณาจักรใช่หรือไม่,
5161,896606,มาร์ก แอนดรูวส์ (Mark Andrews) เป็นนักมวยปล้ำอาชีพชาวออสเตรียใช่หรือไม่,
5162,892,ทฤษฎีความอลวน เป็นทฤษฎีที่อธิบายถึงลักษณะพฤติกรรมที่ไม่ใช่ระบบพลวัตใช่หรือไม่,
5507,SCG105,โครงการ WEDO Young Talent เริ่มต้นปีใด,
5523,SCG111,สายงานดาวรุ่งพุ่งแรงคือ?,
5534,SCG120,Hybrid Workplace คืออะไร,
5561,SCG202,ล่าสุดธุรกิจซีเมนต์และผลิตภัณฑ์ก่อสร้าง SCG ได้ตั้งแผนกอะไรขึ้นมา,
5567,SCG203,Digital Transformation ควรเริ่มจากอะไร,
5583,SCG203,ดิจิทัลกำลังทำให้มนุษย์เปลี่ยนไปเป็นอะไร,
5589,SCG203,ADOP ย่อมาจากอะไร,
5592,SCG204,ทีมงาน ที่จะเป็นอนาคตของ SCG?,
5596,SCG206,การใช้ OKR ให้ตอบโจทย์ต้องสอดคล้องกับเรื่องอะไรบ้าง,
5602,SCG217,ผู้เขียนร่วมงานกับที่ไหน,
